locus_tag	ftype	length_bp	gene	EC_number	COG	product
FAGEIGCL_08101	CDS	558	frr_2			Ribosome-recycling factor
FAGEIGCL_08102	CDS	738	pyrH_3	2.7.4.22	COG0528	Uridylate kinase
FAGEIGCL_08103	CDS	690	rplA_3			50S ribosomal protein L1
FAGEIGCL_08104	CDS	426	rplK_2			50S ribosomal protein L11
FAGEIGCL_08105	CDS	351				hypothetical protein
FAGEIGCL_08106	CDS	2409	ftsK_2		COG1674	DNA translocase FtsK
FAGEIGCL_08107	CDS	837				hypothetical protein
FAGEIGCL_08108	CDS	648	mntR_3			HTH-type transcriptional regulator MntR
FAGEIGCL_08109	CDS	1113		1.6.99.-	COG1252	NADH dehydrogenase-like protein
FAGEIGCL_08110	CDS	513	glcU_3		COG4975	putative glucose uptake protein GlcU
FAGEIGCL_08111	CDS	585				Potassium channel
FAGEIGCL_08112	CDS	714				hypothetical protein
FAGEIGCL_08113	CDS	651				hypothetical protein
FAGEIGCL_08114	CDS	678				hypothetical protein
FAGEIGCL_08115	CDS	462				hypothetical protein
FAGEIGCL_08116	CDS	864	pyrDA_2	1.3.98.1	COG0167	Dihydroorotate dehydrogenase A (fumarate)
FAGEIGCL_08117	CDS	330				hypothetical protein
FAGEIGCL_08118	CDS	237				hypothetical protein
FAGEIGCL_08119	CDS	540	cycB		COG2182	Cyclodextrin-binding protein
FAGEIGCL_08120	CDS	1458				hypothetical protein
FAGEIGCL_08121	CDS	1260	secY_3			Protein translocase subunit SecY
FAGEIGCL_08122	CDS	1578	asp1			Accessory Sec system protein Asp1
FAGEIGCL_08123	CDS	1569	asp2			Accessory Sec system protein Asp2
FAGEIGCL_08124	CDS	555				hypothetical protein
FAGEIGCL_08125	CDS	2379	secA_3		COG0653	Protein translocase subunit SecA
FAGEIGCL_08126	CDS	1503	gtfA_2	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
FAGEIGCL_08127	CDS	1326	gtfB			UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB
FAGEIGCL_08128	CDS	162				hypothetical protein
FAGEIGCL_08129	CDS	654				hypothetical protein
FAGEIGCL_08130	CDS	162				hypothetical protein
FAGEIGCL_08131	CDS	879	glyG_2			Glycosyltransferase GlyG
FAGEIGCL_08132	CDS	993	gtf3	2.4.1.-		Glucosyltransferase 3
FAGEIGCL_08133	CDS	345				hypothetical protein
FAGEIGCL_08134	CDS	273	luxS_3	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
FAGEIGCL_08135	CDS	735	nfrA1	1.5.1.38	COG0778	FMN reductase (NADPH)
FAGEIGCL_08136	CDS	312				hypothetical protein
FAGEIGCL_08137	CDS	384	por_3	1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
FAGEIGCL_08138	CDS	1011	trpS_2	6.1.1.2	COG0180	Tryptophan--tRNA ligase
FAGEIGCL_08139	CDS	840		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
FAGEIGCL_08140	CDS	387	walR_3		COG0745	Transcriptional regulatory protein WalR
FAGEIGCL_08141	CDS	681				IS6 family transposase IS1216E
FAGEIGCL_08142	CDS	1104	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
FAGEIGCL_08143	CDS	300				hypothetical protein
FAGEIGCL_08144	CDS	1683				hypothetical protein
FAGEIGCL_08145	CDS	168				hypothetical protein
FAGEIGCL_08146	CDS	168				hypothetical protein
FAGEIGCL_08147	CDS	198				hypothetical protein
FAGEIGCL_08148	CDS	498				hypothetical protein
FAGEIGCL_08149	CDS	570				hypothetical protein
FAGEIGCL_08150	CDS	162				hypothetical protein
FAGEIGCL_08151	CDS	234				hypothetical protein
FAGEIGCL_08152	CDS	1416	pepV_2	3.4.13.-		Beta-Ala-Xaa dipeptidase
FAGEIGCL_08153	CDS	510				hypothetical protein
FAGEIGCL_08154	CDS	306				hypothetical protein
FAGEIGCL_08155	CDS	258				hypothetical protein
FAGEIGCL_08156	CDS	498	sigV		COG1595	RNA polymerase sigma factor SigV
FAGEIGCL_08157	CDS	885	rsiV			Anti-sigma-V factor RsiV
FAGEIGCL_08158	CDS	732	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
FAGEIGCL_08159	CDS	951				hypothetical protein
FAGEIGCL_08160	CDS	330	darA		COG3870	Cyclic di-AMP receptor A
FAGEIGCL_08161	CDS	258	ssb_6		COG0629	Single-stranded DNA-binding protein
FAGEIGCL_08162	CDS	642				hypothetical protein
FAGEIGCL_08163	CDS	219				hypothetical protein
FAGEIGCL_08164	CDS	204				hypothetical protein
FAGEIGCL_08165	CDS	228				hypothetical protein
FAGEIGCL_08166	CDS	342				hypothetical protein
FAGEIGCL_08167	CDS	1638				putative protein
FAGEIGCL_08168	CDS	123				hypothetical protein
FAGEIGCL_08169	CDS	381				hypothetical protein
FAGEIGCL_08170	CDS	213				hypothetical protein
FAGEIGCL_08171	CDS	1044	tgt_3	2.4.2.29		Queuine tRNA-ribosyltransferase
FAGEIGCL_08172	tRNA	87				tRNA-Leu(gag)
FAGEIGCL_08173	CDS	231				hypothetical protein
FAGEIGCL_08174	CDS	342				hypothetical protein
FAGEIGCL_08175	CDS	474	crtK-2		COG3476	Tryptophan-rich protein TspO
FAGEIGCL_08176	CDS	573				hypothetical protein
FAGEIGCL_08177	CDS	879	rhaR_7			HTH-type transcriptional activator RhaR
FAGEIGCL_08178	CDS	837				hypothetical protein
FAGEIGCL_08179	CDS	201				hypothetical protein
FAGEIGCL_08180	CDS	1482	dtpT_2		COG3104	Di-/tripeptide transporter
FAGEIGCL_08181	CDS	930				hypothetical protein
FAGEIGCL_08182	CDS	915	ftsH_3	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
FAGEIGCL_08183	CDS	546	hpt_3	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
FAGEIGCL_08184	CDS	474	tilS_3	6.3.4.19		tRNA(Ile)-lysidine synthase
FAGEIGCL_08185	CDS	504				hypothetical protein
FAGEIGCL_08186	CDS	222				hypothetical protein
FAGEIGCL_08187	CDS	552				hypothetical protein
FAGEIGCL_08188	CDS	810				hypothetical protein
FAGEIGCL_08189	CDS	1146				hypothetical protein
FAGEIGCL_08190	CDS	1233				hypothetical protein
FAGEIGCL_08191	CDS	870				hypothetical protein
FAGEIGCL_08192	CDS	600				hypothetical protein
FAGEIGCL_08193	CDS	942	valS_3	6.1.1.9		Valine--tRNA ligase
FAGEIGCL_08194	tRNA	74				tRNA-Met(cat)
FAGEIGCL_08195	tRNA	90				tRNA-Ser(tga)
FAGEIGCL_08196	CDS	1263	ftsH_4	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
FAGEIGCL_08197	CDS	897	hslO_3		COG1281	33 kDa chaperonin
FAGEIGCL_08198	CDS	999	dusB_3	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
FAGEIGCL_08199	CDS	315				hypothetical protein
FAGEIGCL_08200	CDS	366				hypothetical protein
FAGEIGCL_08201	CDS	435	rnmV_2	3.1.26.8	COG1658	Ribonuclease M5
FAGEIGCL_08202	CDS	159	rnmV_3	3.1.26.8		Ribonuclease M5
FAGEIGCL_08203	CDS	888	rsmA_3	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
FAGEIGCL_08204	CDS	618	niaX_2			Niacin transporter NiaX
FAGEIGCL_08205	CDS	480	msmX_2	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
FAGEIGCL_08206	tRNA	76				tRNA-Lys(ttt)
FAGEIGCL_08207	tRNA	76				tRNA-Val(tac)
FAGEIGCL_08208	tRNA	76				tRNA-Lys(ttt)
FAGEIGCL_08209	tRNA	76				tRNA-Val(tac)
FAGEIGCL_08210	tRNA	76				tRNA-Lys(ttt)
FAGEIGCL_08211	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
FAGEIGCL_08212	CDS	522	pal_2		COG2885	Peptidoglycan-associated lipoprotein
FAGEIGCL_08213	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
FAGEIGCL_08214	CDS	1266	tolA		COG3064	Tol-Pal system protein TolA
FAGEIGCL_08215	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
FAGEIGCL_08216	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
FAGEIGCL_08217	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
FAGEIGCL_08218	CDS	294				hypothetical protein
FAGEIGCL_08219	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
FAGEIGCL_08220	CDS	1140	cydB_2	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
FAGEIGCL_08221	CDS	1569	cydA_2	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
FAGEIGCL_08222	CDS	273				hypothetical protein
FAGEIGCL_08223	CDS	1116				hypothetical protein
FAGEIGCL_08224	CDS	870	sucD_2	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
FAGEIGCL_08225	CDS	1167	sucC_2	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
FAGEIGCL_08226	CDS	1218	sucB_2	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
FAGEIGCL_08227	CDS	2802	sucA_2	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
FAGEIGCL_08228	CDS	717	sdhB_3	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
FAGEIGCL_08229	CDS	1767	sdhA_4	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
FAGEIGCL_08230	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
FAGEIGCL_08231	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
FAGEIGCL_08232	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
FAGEIGCL_08233	CDS	243				hypothetical protein
FAGEIGCL_08234	CDS	1047				hypothetical protein
FAGEIGCL_08235	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
FAGEIGCL_08236	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
FAGEIGCL_08237	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
FAGEIGCL_08238	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
FAGEIGCL_08239	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
FAGEIGCL_08240	CDS	1482	dtpD		COG3104	Dipeptide permease D
FAGEIGCL_08241	CDS	669		2.4.2.-	COG2071	Putative glutamine amidotransferase
FAGEIGCL_08242	CDS	768	walK_2	2.7.13.3		Sensor protein kinase WalK
FAGEIGCL_08243	CDS	1272	serS_3	6.1.1.11		Serine--tRNA ligase
FAGEIGCL_08244	CDS	1482	guaB_2	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
FAGEIGCL_08245	CDS	1683				hypothetical protein
FAGEIGCL_08246	CDS	282				hypothetical protein
FAGEIGCL_08247	CDS	378				hypothetical protein
FAGEIGCL_08248	CDS	393				hypothetical protein
FAGEIGCL_08249	CDS	420				hypothetical protein
FAGEIGCL_08250	CDS	594				hypothetical protein
FAGEIGCL_08251	CDS	474				hypothetical protein
FAGEIGCL_08252	CDS	348				hypothetical protein
FAGEIGCL_08253	CDS	537				hypothetical protein
FAGEIGCL_08254	CDS	375				hypothetical protein
FAGEIGCL_08255	CDS	222				hypothetical protein
FAGEIGCL_08256	CDS	114				hypothetical protein
FAGEIGCL_08257	CDS	1116	elmGT	2.4.1.331		Elloramycin glycosyltransferase ElmGT
FAGEIGCL_08258	CDS	3660		3.6.3.-		Multidrug efflux ATP-binding/permease protein
FAGEIGCL_08259	CDS	1230	fes_2		COG2382	Enterochelin esterase
FAGEIGCL_08260	CDS	957				hypothetical protein
FAGEIGCL_08261	CDS	2178	fepA_2		COG4771	Ferrienterobactin receptor
FAGEIGCL_08262	CDS	1026				IS630 family transposase ISEc40
FAGEIGCL_08263	CDS	318				hypothetical protein
FAGEIGCL_08264	CDS	348	yabA_2		COG4467	Initiation-control protein YabA
FAGEIGCL_08265	CDS	621				hypothetical protein
FAGEIGCL_08266	CDS	1893	asa1			Aggregation substance
FAGEIGCL_08267	CDS	846				hypothetical protein
FAGEIGCL_08268	CDS	360	scpB_2		COG1386	Segregation and condensation protein B
FAGEIGCL_08269	CDS	435				hypothetical protein
FAGEIGCL_08270	CDS	231	thrC_3	4.2.3.1	COG0498	Threonine synthase
FAGEIGCL_08271	CDS	765				hypothetical protein
FAGEIGCL_08272	CDS	645				hypothetical protein
FAGEIGCL_08273	CDS	585	yncB	3.1.-.-	COG1525	Endonuclease YncB
FAGEIGCL_08274	CDS	144				hypothetical protein
FAGEIGCL_08275	CDS	480				hypothetical protein
FAGEIGCL_08276	CDS	480	pnp_3	2.7.7.8		Polyribonucleotide nucleotidyltransferase
FAGEIGCL_08277	CDS	507				hypothetical protein
FAGEIGCL_08278	CDS	369				hypothetical protein
FAGEIGCL_08279	CDS	597				hypothetical protein
FAGEIGCL_08280	CDS	396	srp54			Signal recognition particle 54 kDa protein
FAGEIGCL_08281	CDS	894	rluC_2	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
FAGEIGCL_08282	CDS	1362	mgtE		COG2239	Magnesium transporter MgtE
FAGEIGCL_08283	CDS	630	cutC_4		COG3142	Copper homeostasis protein CutC
FAGEIGCL_08284	CDS	228				hypothetical protein
FAGEIGCL_08285	CDS	792	btuD_16	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FAGEIGCL_08286	CDS	291	rplW_3			50S ribosomal protein L23
FAGEIGCL_08287	CDS	624	rplD_3		COG0088	50S ribosomal protein L4
FAGEIGCL_08288	CDS	630	rplC_3		COG0087	50S ribosomal protein L3
FAGEIGCL_08289	CDS	309	rpsJ_3		COG0051	30S ribosomal protein S10
FAGEIGCL_08290	CDS	1167	cfa_2	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
FAGEIGCL_08291	CDS	324	pdxK_3	2.7.1.35	COG0351	Pyridoxine kinase
FAGEIGCL_08292	CDS	1239	cca_2		COG0617	Multifunctional CCA protein
FAGEIGCL_08293	CDS	621				hypothetical protein
FAGEIGCL_08294	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
FAGEIGCL_08295	CDS	2841	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
FAGEIGCL_08296	CDS	1434	hldE		COG2870	Bifunctional protein HldE
FAGEIGCL_08297	CDS	1662	yqiK		COG2268	Inner membrane protein YqiK
FAGEIGCL_08298	CDS	630	yqiJ			Inner membrane protein YqiJ
FAGEIGCL_08299	CDS	201	glgS			Surface composition regulator
FAGEIGCL_08300	CDS	300	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
FAGEIGCL_08301	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
FAGEIGCL_08302	CDS	1050				hypothetical protein
FAGEIGCL_08303	CDS	741	yfcS_1		COG3121	putative fimbrial chaperone YfcS
FAGEIGCL_08304	CDS	2523	papC_2		COG3188	Outer membrane usher protein PapC
FAGEIGCL_08305	CDS	564	ybgD			putative fimbrial-like protein YbgD
FAGEIGCL_08306	CDS	171	yqiD			Protein YqiD
FAGEIGCL_08307	CDS	774	zupT_2		COG0428	Zinc transporter ZupT
FAGEIGCL_08308	CDS	816	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
FAGEIGCL_08309	CDS	672	dsbI		COG1495	Protein-disulfide oxidoreductase DsbI
FAGEIGCL_08310	CDS	669	dsbL		COG0526	Thiol:disulfide interchange protein DsbL
FAGEIGCL_08311	CDS	1797	assT	2.8.2.22		Arylsulfate sulfotransferase AssT
FAGEIGCL_08312	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
FAGEIGCL_08313	CDS	672				hypothetical protein
FAGEIGCL_08314	CDS	1482	tolC		COG1538	Outer membrane protein TolC
FAGEIGCL_08315	CDS	630	nudF_2	3.6.1.13		ADP-ribose pyrophosphatase
FAGEIGCL_08316	CDS	423				hypothetical protein
FAGEIGCL_08317	CDS	828	cpdA_2	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
FAGEIGCL_08318	CDS	582				hypothetical protein
FAGEIGCL_08319	CDS	1893	parE_2	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
FAGEIGCL_08320	CDS	2142	cntO_2		COG1629	Metal-pseudopaline receptor CntO
FAGEIGCL_08321	CDS	810	yusV_3		COG1120	putative siderophore transport system ATP-binding protein YusV
FAGEIGCL_08322	CDS	984	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
FAGEIGCL_08323	CDS	1050	feuC_2		COG0609	Iron-uptake system permease protein FeuC
FAGEIGCL_08324	CDS	948				hypothetical protein
FAGEIGCL_08325	CDS	888				hypothetical protein
FAGEIGCL_08326	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
FAGEIGCL_08327	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
FAGEIGCL_08328	CDS	480	hcpA_5		COG3157	Major exported protein
FAGEIGCL_08329	CDS	711				hypothetical protein
FAGEIGCL_08330	CDS	333	ygiZ			Inner membrane protein YgiZ
FAGEIGCL_08331	CDS	1350	qseC	2.7.13.3		Sensor protein QseC
FAGEIGCL_08332	CDS	660	qseB			Transcriptional regulatory protein QseB
FAGEIGCL_08333	CDS	393	ygiW_2		COG3111	Protein YgiW
FAGEIGCL_08334	CDS	483	sbmC_2			DNA gyrase inhibitor
FAGEIGCL_08335	CDS	255	ygiS_1		COG4166	putative deoxycholate-binding periplasmic protein YgiS
FAGEIGCL_08336	CDS	1386	ygiS_2		COG4166	putative deoxycholate-binding periplasmic protein YgiS
FAGEIGCL_08337	CDS	2259	parC_3	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
FAGEIGCL_08338	CDS	738	plsC_3	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
FAGEIGCL_08339	CDS	1413	ftsP		COG2132	Cell division protein FtsP
FAGEIGCL_08340	CDS	120				hypothetical protein
FAGEIGCL_08341	CDS	1305	dctM_3		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
FAGEIGCL_08342	CDS	441				hypothetical protein
FAGEIGCL_08343	CDS	984			COG1638	Solute-binding protein
FAGEIGCL_08344	CDS	1011	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
FAGEIGCL_08345	CDS	1017	lgoD_2	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
FAGEIGCL_08346	CDS	1473	mtlK_1	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
FAGEIGCL_08347	CDS	750	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
FAGEIGCL_08348	CDS	2220				hypothetical protein
FAGEIGCL_08349	CDS	258	lpp1			Major outer membrane lipoprotein Lpp 1
FAGEIGCL_08350	CDS	927				hypothetical protein
FAGEIGCL_08351	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
FAGEIGCL_08352	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
FAGEIGCL_08353	CDS	957	rhaS_12			HTH-type transcriptional activator RhaS
FAGEIGCL_08354	CDS	660	yghB		COG0586	Inner membrane protein YghB
FAGEIGCL_08355	CDS	1188	metC_1	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
FAGEIGCL_08356	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
FAGEIGCL_08357	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
FAGEIGCL_08358	CDS	885	yghA_2	1.-.-.-		putative oxidoreductase YghA
FAGEIGCL_08359	CDS	495				hypothetical protein
FAGEIGCL_08360	CDS	1041	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
FAGEIGCL_08361	CDS	888				hypothetical protein
FAGEIGCL_08362	CDS	288				hypothetical protein
FAGEIGCL_08363	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
FAGEIGCL_08364	CDS	987	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
FAGEIGCL_08365	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
FAGEIGCL_08366	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
FAGEIGCL_08367	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
FAGEIGCL_08368	CDS	489	hybE			Hydrogenase-2 operon protein HybE
FAGEIGCL_08369	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
FAGEIGCL_08370	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
FAGEIGCL_08371	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
FAGEIGCL_08372	CDS	1860	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
FAGEIGCL_08373	CDS	1500	pitA_2		COG0306	Low-affinity inorganic phosphate transporter 1
FAGEIGCL_08374	CDS	693	tmk_4	2.7.4.9		Thymidylate kinase
FAGEIGCL_08375	CDS	699				hypothetical protein
FAGEIGCL_08376	CDS	771				hypothetical protein
FAGEIGCL_08377	CDS	1350				hypothetical protein
FAGEIGCL_08378	CDS	837				hypothetical protein
FAGEIGCL_08379	CDS	561	ytfJ_2		COG3054	putative protein YtfJ
FAGEIGCL_08380	CDS	1071				hypothetical protein
FAGEIGCL_08381	CDS	1080	lptG_2		COG0795	Lipopolysaccharide export system permease protein LptG
FAGEIGCL_08382	CDS	1173	bioF_2	2.3.1.47		8-amino-7-oxononanoate synthase
FAGEIGCL_08383	CDS	249	acpP_5			Acyl carrier protein
FAGEIGCL_08384	CDS	915	oleD_2	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
FAGEIGCL_08385	CDS	1692		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD26
FAGEIGCL_08386	CDS	1143	yghO			Protein YghO
FAGEIGCL_08387	CDS	765	glcC		COG2186	Glc operon transcriptional activator
FAGEIGCL_08388	CDS	1500		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
FAGEIGCL_08389	CDS	1053				hypothetical protein
FAGEIGCL_08390	CDS	1224	lutA_3			Lactate utilization protein A
FAGEIGCL_08391	CDS	405				hypothetical protein
FAGEIGCL_08392	CDS	2172	glcB_2	2.3.3.9	COG2225	Malate synthase G
FAGEIGCL_08393	CDS	1683	glcA		COG1620	Glycolate permease GlcA
FAGEIGCL_08394	CDS	4560				hypothetical protein
FAGEIGCL_08395	CDS	810	pppA		COG1989	Prepilin peptidase PppA
FAGEIGCL_08396	CDS	411	yghG			Lipoprotein YghG
FAGEIGCL_08397	CDS	960	gspC2			Type II secretion system protein C 2
FAGEIGCL_08398	CDS	2061	gspD2			Secretin GspD 2
FAGEIGCL_08399	CDS	1494	epsE_2		COG2804	Type II secretion system protein E
FAGEIGCL_08400	CDS	1224	epsF_2		COG1459	Type II secretion system protein F
FAGEIGCL_08401	CDS	456	epsG		COG2165	Type II secretion system protein G
FAGEIGCL_08402	CDS	564	epsH			Type II secretion system protein H
FAGEIGCL_08403	CDS	372				hypothetical protein
FAGEIGCL_08404	CDS	606	xcpW		COG4795	Type II secretion system protein J
FAGEIGCL_08405	CDS	981	gspK_2		COG3156	Putative type II secretion system protein K
FAGEIGCL_08406	CDS	1179				hypothetical protein
FAGEIGCL_08407	CDS	537	epsM		COG3149	Type II secretion system protein M
FAGEIGCL_08408	CDS	777	kpsM		COG1682	Polysialic acid transport protein KpsM
FAGEIGCL_08409	CDS	669	kpsT			Polysialic acid transport ATP-binding protein KpsT
FAGEIGCL_08410	CDS	1023	galE_4	5.1.3.2	COG1087	UDP-glucose 4-epimerase
FAGEIGCL_08411	CDS	2346				hypothetical protein
FAGEIGCL_08412	CDS	198				hypothetical protein
FAGEIGCL_08413	CDS	321				hypothetical protein
FAGEIGCL_08414	CDS	372				hypothetical protein
FAGEIGCL_08415	CDS	465				hypothetical protein
FAGEIGCL_08416	CDS	870				DegV domain-containing protein
FAGEIGCL_08417	CDS	1416	purA_3	6.3.4.4	COG0104	Adenylosuccinate synthetase
FAGEIGCL_08418	CDS	330				hypothetical protein
FAGEIGCL_08419	CDS	528	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
FAGEIGCL_08420	CDS	639	rhaS_13			HTH-type transcriptional activator RhaS
FAGEIGCL_08421	CDS	633				hypothetical protein
FAGEIGCL_08422	CDS	972	ygfK_2		COG0493	Putative oxidoreductase YgfK
FAGEIGCL_08423	CDS	858	licT_5		COG3711	Transcription antiterminator LicT
FAGEIGCL_08424	CDS	1854	bglF_13		COG1263	PTS system beta-glucoside-specific EIIBCA component
FAGEIGCL_08425	CDS	687	uvrA_4			UvrABC system protein A
FAGEIGCL_08426	CDS	108				hypothetical protein
FAGEIGCL_08427	CDS	186				hypothetical protein
FAGEIGCL_08428	CDS	174				hypothetical protein
FAGEIGCL_08429	tmRNA	364	ssrA			transfer-messenger RNA, SsrA
FAGEIGCL_08430	CDS	195				hypothetical protein
FAGEIGCL_08431	CDS	336				hypothetical protein
FAGEIGCL_08432	CDS	267				hypothetical protein
FAGEIGCL_08433	CDS	384				hypothetical protein
FAGEIGCL_08434	CDS	90				hypothetical protein
FAGEIGCL_08435	CDS	1644	dppE_8		COG4166	Dipeptide-binding protein DppE
FAGEIGCL_08436	CDS	903	yclQ		COG4607	Petrobactin-binding protein YclQ
FAGEIGCL_08437	CDS	858	lrp_3			Leucine-rich protein
FAGEIGCL_08438	CDS	510	cadA_4	3.6.3.3		Cadmium-transporting ATPase
FAGEIGCL_08439	CDS	285				hypothetical protein
FAGEIGCL_08440	CDS	276	yjdJ_2		COG2388	putative protein YjdJ
FAGEIGCL_08441	CDS	237	secG_3		COG1314	putative protein-export membrane protein SecG
FAGEIGCL_08442	CDS	525				hypothetical protein
FAGEIGCL_08443	CDS	324				hypothetical protein
FAGEIGCL_08444	CDS	681	ung_2	3.2.2.27	COG0692	Uracil-DNA glycosylase
FAGEIGCL_08445	CDS	984	pta_3	2.3.1.8	COG0280	Phosphate acetyltransferase
FAGEIGCL_08446	CDS	480	tsaE_3		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
FAGEIGCL_08447	CDS	1164	napA_1			Na(+)/H(+) antiporter
FAGEIGCL_08448	CDS	1368	ntpJ			Potassium/sodium uptake protein NtpJ
FAGEIGCL_08449	CDS	543	yyaP		COG0262	putative protein YyaP
FAGEIGCL_08450	CDS	204				hypothetical protein
FAGEIGCL_08451	CDS	228	murI_3	5.1.1.3	COG0796	Glutamate racemase
FAGEIGCL_08452	CDS	288				hypothetical protein
FAGEIGCL_08453	CDS	552	bfmBAB_2	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
FAGEIGCL_08454	CDS	747	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
FAGEIGCL_08455	CDS	1287				hypothetical protein
FAGEIGCL_08456	CDS	1275	cca_3	2.7.7.72		CCA-adding enzyme
FAGEIGCL_08457	CDS	780	dapB_3	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
FAGEIGCL_08458	CDS	351	ypjD_2		COG1694	putative protein YpjD
