locus_tag	ftype	length_bp	gene	EC_number	COG	product
HANCKOBL_03598	CDS	336	eutM		COG4577	Ethanolamine utilization protein EutM
HANCKOBL_03599	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
HANCKOBL_03600	CDS	1404	proA_2	1.2.1.41		Gamma-glutamyl phosphate reductase
HANCKOBL_03601	CDS	837	ftsA_2			Cell division protein FtsA
HANCKOBL_03602	CDS	1188	mdh_1	1.1.1.244		NAD-dependent methanol dehydrogenase
HANCKOBL_03603	CDS	1227				hypothetical protein
HANCKOBL_03604	CDS	1404				hypothetical protein
HANCKOBL_03605	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
HANCKOBL_03606	CDS	888	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
HANCKOBL_03607	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
HANCKOBL_03608	CDS	501	eutK		COG4577	Ethanolamine utilization protein EutK
HANCKOBL_03609	CDS	1053				hypothetical protein
HANCKOBL_03610	CDS	903	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
HANCKOBL_03611	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
HANCKOBL_03612	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
HANCKOBL_03613	CDS	450	yfeZ			Inner membrane protein YfeZ
HANCKOBL_03614	CDS	576	yfeY			putative protein YfeY
HANCKOBL_03615	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
HANCKOBL_03616	CDS	1425	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
HANCKOBL_03617	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
HANCKOBL_03618	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
HANCKOBL_03619	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
HANCKOBL_03620	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
HANCKOBL_03621	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
HANCKOBL_03622	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
HANCKOBL_03623	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
HANCKOBL_03624	CDS	369				hypothetical protein
HANCKOBL_03625	CDS	852	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
HANCKOBL_03626	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
HANCKOBL_03627	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
HANCKOBL_03628	CDS	258	ptsH_2		COG1925	Phosphocarrier protein HPr
HANCKOBL_03629	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
HANCKOBL_03630	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
HANCKOBL_03631	CDS	999	zipA		COG3115	Cell division protein ZipA
HANCKOBL_03632	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
HANCKOBL_03633	CDS	219				hypothetical protein
HANCKOBL_03634	CDS	999				hypothetical protein
HANCKOBL_03635	CDS	927	cynR			HTH-type transcriptional regulator CynR
HANCKOBL_03636	CDS	765				hypothetical protein
HANCKOBL_03637	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
HANCKOBL_03638	CDS	1257	xapB			Xanthosine permease
HANCKOBL_03639	CDS	885	hcaR_2			Hca operon transcriptional activator HcaR
HANCKOBL_03640	tRNA	76				tRNA-Lys(ttt)
HANCKOBL_03641	tRNA	76				tRNA-Val(tac)
HANCKOBL_03642	tRNA	76				tRNA-Val(tac)
HANCKOBL_03643	tRNA	76				tRNA-Val(tac)
HANCKOBL_03644	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
HANCKOBL_03645	CDS	372				hypothetical protein
HANCKOBL_03646	CDS	360				hypothetical protein
HANCKOBL_03647	tRNA	76				tRNA-Ala(ggc)
HANCKOBL_03648	tRNA	76				tRNA-Ala(ggc)
HANCKOBL_03649	tRNA	75				tRNA-Met(cat)
HANCKOBL_03650	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
HANCKOBL_03651	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
HANCKOBL_03652	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
HANCKOBL_03653	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
HANCKOBL_03654	CDS	228	ygdR_2			putative lipoprotein YgdR
HANCKOBL_03655	CDS	918	gcvA			Glycine cleavage system transcriptional activator
HANCKOBL_03656	CDS	396				hypothetical protein
HANCKOBL_03657	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
HANCKOBL_03658	CDS	732	ydjF_3		COG1349	putative HTH-type transcriptional regulator YdjF
HANCKOBL_03659	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
HANCKOBL_03660	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
HANCKOBL_03661	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
HANCKOBL_03662	CDS	1317	fucP		COG0738	L-fucose-proton symporter
HANCKOBL_03663	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
HANCKOBL_03664	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
HANCKOBL_03665	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
HANCKOBL_03666	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
HANCKOBL_03667	CDS	1290	sdaC		COG0814	Serine transporter
HANCKOBL_03668	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
HANCKOBL_03669	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
HANCKOBL_03670	CDS	546	syd			Protein Syd
HANCKOBL_03671	CDS	330	yqcC		COG3098	putative protein YqcC
HANCKOBL_03672	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
HANCKOBL_03673	CDS	450			COG0716	putative protein
HANCKOBL_03674	CDS	1353	gudP			putative glucarate transporter
HANCKOBL_03675	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
HANCKOBL_03676	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
HANCKOBL_03677	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
HANCKOBL_03678	CDS	1302	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
HANCKOBL_03679	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
HANCKOBL_03680	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
HANCKOBL_03681	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
HANCKOBL_03682	CDS	1299	eno	4.2.1.11	COG0148	Enolase
HANCKOBL_03683	CDS	873				hypothetical protein
HANCKOBL_03684	CDS	108	yqcG			putative protein YqcG
HANCKOBL_03685	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
HANCKOBL_03686	CDS	1008	cra_2		COG1609	Catabolite repressor/activator
HANCKOBL_03687	CDS	1404	scrB	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
HANCKOBL_03688	CDS	1371	sacX		COG1263	Negative regulator of SacY activity
HANCKOBL_03689	CDS	1518	scrY			Sucrose porin
HANCKOBL_03690	CDS	921	scrK	2.7.1.4	COG0524	Fructokinase
HANCKOBL_03691	CDS	1479	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
HANCKOBL_03692	CDS	1278	yqcE			Inner membrane protein YqcE
HANCKOBL_03693	CDS	786	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
HANCKOBL_03694	CDS	1455				hypothetical protein
HANCKOBL_03695	CDS	1410	ygcS_2			Inner membrane metabolite transport protein YgcS
HANCKOBL_03696	CDS	780				hypothetical protein
HANCKOBL_03697	CDS	861	etfA		COG2025	Electron transfer flavoprotein subunit alpha
HANCKOBL_03698	CDS	576	ygcP		COG1954	putative protein YgcP
HANCKOBL_03699	CDS	261	fixX_3		COG2440	Ferredoxin-like protein FixX
HANCKOBL_03700	CDS	1272		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
HANCKOBL_03701	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
HANCKOBL_03702	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
HANCKOBL_03703	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
HANCKOBL_03704	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
HANCKOBL_03705	CDS	153	hokE_2			Toxic protein HokE
HANCKOBL_03706	CDS	105				hypothetical protein
HANCKOBL_03707	CDS	1038				hypothetical protein
HANCKOBL_03708	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
HANCKOBL_03709	CDS	1428	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
HANCKOBL_03710	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
HANCKOBL_03711	CDS	324	ygbE			Inner membrane protein YgbE
HANCKOBL_03712	CDS	312	ftsB		COG2919	Cell division protein FtsB
HANCKOBL_03713	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
HANCKOBL_03714	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
HANCKOBL_03715	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
HANCKOBL_03716	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
HANCKOBL_03717	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
HANCKOBL_03718	CDS	1140	nlpD_2		COG0739	Murein hydrolase activator NlpD
HANCKOBL_03719	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
HANCKOBL_03720	CDS	552	fldP			Flavodoxin FldP
HANCKOBL_03721	CDS	1044				hypothetical protein
HANCKOBL_03722	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
HANCKOBL_03723	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
HANCKOBL_03724	CDS	639	otnC	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
HANCKOBL_03725	CDS	1263	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
HANCKOBL_03726	CDS	909	ltnD	1.1.1.411		L-threonate dehydrogenase
HANCKOBL_03727	CDS	768	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
HANCKOBL_03728	CDS	657	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
HANCKOBL_03729	CDS	2568	mutS		COG0249	DNA mismatch repair protein MutS
HANCKOBL_03730	CDS	1458				hypothetical protein
HANCKOBL_03731	CDS	582				hypothetical protein
HANCKOBL_03732	CDS	1326				hypothetical protein
HANCKOBL_03733	CDS	1500				hypothetical protein
HANCKOBL_03734	CDS	510				hypothetical protein
HANCKOBL_03735	CDS	426				hypothetical protein
HANCKOBL_03736	CDS	321				hypothetical protein
HANCKOBL_03737	CDS	387				hypothetical protein
HANCKOBL_03738	CDS	279				hypothetical protein
HANCKOBL_03739	CDS	1200				hypothetical protein
HANCKOBL_03740	CDS	438				hypothetical protein
HANCKOBL_03741	CDS	438				hypothetical protein
HANCKOBL_03742	CDS	1059				hypothetical protein
HANCKOBL_03743	CDS	345				hypothetical protein
HANCKOBL_03744	CDS	429	mopA		COG2005	Molybdenum-pterin-binding protein MopA
HANCKOBL_03745	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator FhlA
HANCKOBL_03746	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
HANCKOBL_03747	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
HANCKOBL_03748	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
HANCKOBL_03749	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
HANCKOBL_03750	CDS	351	hypA		COG0375	Hydrogenase maturation factor HypA
HANCKOBL_03751	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
HANCKOBL_03752	CDS	612	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
HANCKOBL_03753	CDS	1827	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
HANCKOBL_03754	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
HANCKOBL_03755	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
HANCKOBL_03756	CDS	543	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
HANCKOBL_03757	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
HANCKOBL_03758	CDS	411				hypothetical protein
HANCKOBL_03759	CDS	468	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
HANCKOBL_03760	CDS	420	higA_2		COG5499	Antitoxin HigA
HANCKOBL_03761	CDS	438				hypothetical protein
HANCKOBL_03762	CDS	204				hypothetical protein
HANCKOBL_03763	CDS	528	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
HANCKOBL_03764	CDS	2253	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
HANCKOBL_03765	CDS	1134	norW	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
HANCKOBL_03766	CDS	1440	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
HANCKOBL_03767	CDS	1515	norR_2		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
HANCKOBL_03768	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
HANCKOBL_03769	CDS	774	srlR_4		COG1349	Glucitol operon repressor
HANCKOBL_03770	CDS	360				hypothetical protein
HANCKOBL_03771	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
HANCKOBL_03772	CDS	372	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
HANCKOBL_03773	CDS	960	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
HANCKOBL_03774	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
HANCKOBL_03775	CDS	1086	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
HANCKOBL_03776	CDS	498	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
HANCKOBL_03777	CDS	1062	recA		COG0468	Protein RecA
HANCKOBL_03778	CDS	501	recX		COG2137	Regulatory protein RecX
HANCKOBL_03779	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
HANCKOBL_03780	CDS	186	csrA		COG1551	Carbon storage regulator
HANCKOBL_03781	tRNA	93				tRNA-Ser(gct)
HANCKOBL_03782	tRNA	76				tRNA-Arg(acg)
HANCKOBL_03783	CDS	759	glnQ_3			Glutamine transport ATP-binding protein GlnQ
HANCKOBL_03784	CDS	1104	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
HANCKOBL_03785	CDS	1182				hypothetical protein
HANCKOBL_03786	CDS	1026	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
HANCKOBL_03787	CDS	222				hypothetical protein
HANCKOBL_03788	CDS	297				hypothetical protein
HANCKOBL_03789	CDS	3105	acrF		COG0841	Multidrug export protein AcrF
HANCKOBL_03790	CDS	1158	acrE			Multidrug export protein AcrE
HANCKOBL_03791	CDS	663	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
HANCKOBL_03792	CDS	180				hypothetical protein
HANCKOBL_03793	CDS	885	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
HANCKOBL_03794	CDS	297	fis		COG2901	DNA-binding protein Fis
HANCKOBL_03795	CDS	861	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
HANCKOBL_03796	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
HANCKOBL_03797	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
HANCKOBL_03798	CDS	243	yhdT		COG3924	putative membrane protein YhdT
HANCKOBL_03799	CDS	957		2.7.1.101	COG0524	Tagatose kinase
HANCKOBL_03800	CDS	816	srlR_5		COG1349	Glucitol operon repressor
HANCKOBL_03801	CDS	855	gatY_2	4.1.2.40		D-tagatose-1,6-bisphosphate aldolase subunit GatY
HANCKOBL_03802	CDS	891	rbsB_1		COG1879	Ribose import binding protein RbsB
HANCKOBL_03803	CDS	1500	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
HANCKOBL_03804	CDS	990	rbsC_2		COG1172	Ribose import permease protein RbsC
HANCKOBL_03805	CDS	963		2.7.1.101	COG0524	Tagatose kinase
HANCKOBL_03806	CDS	1047				hypothetical protein
HANCKOBL_03807	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
HANCKOBL_03808	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
HANCKOBL_03809	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
HANCKOBL_03810	CDS	1941	csrD			RNase E specificity factor CsrD
HANCKOBL_03811	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
HANCKOBL_03812	CDS	1104	mreC		COG1792	Cell shape-determining protein MreC
HANCKOBL_03813	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
HANCKOBL_03814	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
HANCKOBL_03815	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
HANCKOBL_03816	CDS	3801				hypothetical protein
HANCKOBL_03817	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
HANCKOBL_03818	CDS	930	dmlR_3			HTH-type transcriptional regulator DmlR
HANCKOBL_03819	CDS	204	aaeX			Protein AaeX
HANCKOBL_03820	CDS	933	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
HANCKOBL_03821	CDS	1968	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
HANCKOBL_03822	CDS	273	yhcO		COG2732	putative protein YhcO
HANCKOBL_03823	CDS	264	bhsA_3			Multiple stress resistance protein BhsA
HANCKOBL_03824	CDS	471	argR_2		COG1438	Arginine repressor
HANCKOBL_03825	CDS	939	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
HANCKOBL_03826	CDS	1068	degS	3.4.21.107	COG0265	Serine endoprotease DegS
HANCKOBL_03827	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
HANCKOBL_03828	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
HANCKOBL_03829	CDS	1128	zapE		COG1485	Cell division protein ZapE
HANCKOBL_03830	CDS	429	rplM		COG0102	50S ribosomal protein L13
HANCKOBL_03831	CDS	393	rpsI		COG0103	30S ribosomal protein S9
HANCKOBL_03832	CDS	639	sspA		COG0625	Stringent starvation protein A
HANCKOBL_03833	CDS	498	sspB		COG2969	Stringent starvation protein B
HANCKOBL_03834	CDS	783	nanR_1		COG2186	HTH-type transcriptional repressor NanR
HANCKOBL_03835	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
HANCKOBL_03836	CDS	1491	nanT			Sialic acid transporter NanT
HANCKOBL_03837	CDS	690	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
HANCKOBL_03838	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
HANCKOBL_03839	CDS	465	yhcH		COG2731	putative protein YhcH
HANCKOBL_03840	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
HANCKOBL_03841	CDS	4554	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
HANCKOBL_03842	CDS	930				hypothetical protein
HANCKOBL_03843	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
HANCKOBL_03844	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
HANCKOBL_03845	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
HANCKOBL_03846	CDS	633	yrbL			putative protein YrbL
HANCKOBL_03847	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
HANCKOBL_03848	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
HANCKOBL_03849	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
HANCKOBL_03850	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
HANCKOBL_03851	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
HANCKOBL_03852	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HANCKOBL_03853	CDS	558	lptA		COG1934	Lipopolysaccharide export system protein LptA
HANCKOBL_03854	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
HANCKOBL_03855	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
HANCKOBL_03856	CDS	987	kdsD_2	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
HANCKOBL_03857	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
HANCKOBL_03858	CDS	810	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
HANCKOBL_03859	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
HANCKOBL_03860	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
HANCKOBL_03861	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
HANCKOBL_03862	CDS	294	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
HANCKOBL_03863	CDS	270	ibaG		COG5007	Acid stress protein IbaG
HANCKOBL_03864	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
HANCKOBL_03865	CDS	279				hypothetical protein
HANCKOBL_03866	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
HANCKOBL_03867	CDS	312	rplU		COG0261	50S ribosomal protein L21
HANCKOBL_03868	CDS	258	rpmA		COG0211	50S ribosomal protein L27
HANCKOBL_03869	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
HANCKOBL_03870	CDS	1161	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
HANCKOBL_03871	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
HANCKOBL_03872	CDS	477	greA		COG0782	Transcription elongation factor GreA
HANCKOBL_03873	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
HANCKOBL_03874	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
HANCKOBL_03875	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
HANCKOBL_03876	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
HANCKOBL_03877	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
HANCKOBL_03878	CDS	333	secG		COG1314	Protein-export membrane protein SecG
HANCKOBL_03879	tRNA	87				tRNA-Leu(gag)
HANCKOBL_03880	CDS	1518	yhbX	2.-.-.-	COG2194	Putative transferase YhbX
HANCKOBL_03881	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
HANCKOBL_03882	tRNA	77				tRNA-Met(cat)
HANCKOBL_03883	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
HANCKOBL_03884	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
HANCKOBL_03885	CDS	2673	infB		COG0532	Translation initiation factor IF-2
HANCKOBL_03886	CDS	402	rbfA		COG0858	30S ribosome-binding factor
HANCKOBL_03887	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
HANCKOBL_03888	CDS	270	rpsO		COG0184	30S ribosomal protein S15
HANCKOBL_03889	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
HANCKOBL_03890	CDS	885	nlpI		COG4785	Lipoprotein NlpI
HANCKOBL_03891	CDS	1890	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
HANCKOBL_03892	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
HANCKOBL_03893	CDS	1008				hypothetical protein
HANCKOBL_03894	CDS	879				hypothetical protein
HANCKOBL_03895	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
HANCKOBL_03896	CDS	525	ubiJ_1			Ubiquinone biosynthesis accessory factor UbiJ
HANCKOBL_03897	CDS	504				hypothetical protein
HANCKOBL_03898	CDS	303				hypothetical protein
HANCKOBL_03899	CDS	444				hypothetical protein
HANCKOBL_03900	CDS	519	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
HANCKOBL_03901	CDS	636				hypothetical protein
HANCKOBL_03902	CDS	1041				hypothetical protein
HANCKOBL_03903	CDS	576	osmY_2		COG2823	Osmotically-inducible protein Y
HANCKOBL_03904	CDS	300	diaA		COG0279	DnaA initiator-associating protein DiaA
HANCKOBL_03905	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
HANCKOBL_03906	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
HANCKOBL_03907	CDS	615	yigZ		COG1739	IMPACT family member YigZ
HANCKOBL_03908	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
HANCKOBL_03909	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
HANCKOBL_03910	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadA
HANCKOBL_03911	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
HANCKOBL_03912	CDS	1494	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
HANCKOBL_03913	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
HANCKOBL_03914	CDS	783	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
HANCKOBL_03915	CDS	777	tatC		COG0805	Sec-independent protein translocase protein TatC
HANCKOBL_03916	CDS	516	tatB		COG1826	Sec-independent protein translocase protein TatB
HANCKOBL_03917	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
HANCKOBL_03918	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
HANCKOBL_03919	CDS	606	ubiJ_2		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
HANCKOBL_03920	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
HANCKOBL_03921	CDS	1428				hypothetical protein
HANCKOBL_03922	CDS	768	xynR		COG1414	HTH-type transcriptional regulator XynR
